"","Year","Month","Rain","Site","Spring"
"1969","2013","6",72.8,"Euroa",0
"1970","2013","7",134.6,"Euroa",1
"1971","2013","8",144,"Euroa",1
"1972","2013","9",66.6,"Euroa",1
"1973","2013","10",34,"Euroa",1
"1974","2013","11",49,"Euroa",1
"1975","2013","12",67.8,"Euroa",1
"1976","2014","1",15.6,"Euroa",0
"1977","2014","2",15,"Euroa",0
"1978","2014","3",62.8,"Euroa",0
"1979","2014","4",112.6,"Euroa",0
"1980","2014","5",89.2,"Euroa",0
"1981","2014","6",124.8,"Euroa",0
"1982","2014","7",109.6,"Euroa",1
"1983","2014","8",13.8,"Euroa",1
"1984","2014","9",54.2,"Euroa",1
"1985","2014","10",20.4,"Euroa",1
"1986","2014","11",49,"Euroa",1
"1987","2014","12",16.4,"Euroa",1
"1988","2015","1",83.2,"Euroa",0
"1989","2015","2",47.8,"Euroa",0
"1990","2015","3",8.4,"Euroa",0
"1991","2015","4",65,"Euroa",0
"1992","2015","5",59.4,"Euroa",0
"1993","2015","6",27.4,"Euroa",0
"1994","2015","7",72.2,"Euroa",1
"1995","2015","8",57.6,"Euroa",1
"1996","2015","9",35.8,"Euroa",1
"1997","2015","10",23,"Euroa",1
"1998","2015","11",66.9,"Euroa",1
"1999","2015","12",35,"Euroa",1
"2000","2016","1",75.4,"Euroa",0
"2001","2016","2",18.4,"Euroa",0
"2002","2016","3",44.6,"Euroa",0
"2003","2016","4",40.6,"Euroa",0
"2004","2016","5",111.4,"Euroa",0
"2005","2016","6",118.8,"Euroa",0
"2006","1996","1",47.4,"Harcourt",0
"2007","1996","2",73.6,"Harcourt",0
"2008","1996","3",60.2,"Harcourt",0
"2009","1996","4",40.2,"Harcourt",0
"2010","1996","5",32.8,"Harcourt",0
"2011","1996","6",135,"Harcourt",0
"2012","1996","7",81,"Harcourt",1
"2013","1996","8",95.4,"Harcourt",1
"2014","1996","9",115,"Harcourt",1
"2015","1996","10",56.6,"Harcourt",1
"2016","1996","11",33.4,"Harcourt",1
"2017","1996","12",26.4,"Harcourt",1
"2018","1997","1",52.2,"Harcourt",0
"2019","1997","2",1.2,"Harcourt",0
"2020","1997","3",7.6,"Harcourt",0
"2021","1997","4",11,"Harcourt",0
"2022","1997","5",85.2,"Harcourt",0
"2023","1997","6",43.2,"Harcourt",0
"2024","1997","7",26,"Harcourt",1
"2025","1997","8",97.2,"Harcourt",1
"2026","1997","9",103.8,"Harcourt",1
"2027","1997","10",24.4,"Harcourt",1
"2028","1997","11",54.8,"Harcourt",1
"2029","1997","12",3.8,"Harcourt",1
"2030","1998","1",38.4,"Harcourt",0
"2031","1998","2",30,"Harcourt",0
"2032","1998","3",3.6,"Harcourt",0
"2033","1998","4",88.2,"Harcourt",0
"2034","1998","5",22.2,"Harcourt",0
"2035","1998","6",46,"Harcourt",0
"2036","1998","7",99.6,"Harcourt",1
"2037","1998","8",23.8,"Harcourt",1
"2038","1998","9",54.2,"Harcourt",1
"2039","1998","10",66.4,"Harcourt",1
"2040","1998","11",67,"Harcourt",1
"2041","1998","12",27.4,"Harcourt",1
"2042","1999","1",47.8,"Harcourt",0
"2043","1999","2",19.8,"Harcourt",0
"2044","1999","3",48.6,"Harcourt",0
"2045","1999","4",11.2,"Harcourt",0
"2046","1999","5",104.4,"Harcourt",0
"2047","1999","6",50.8,"Harcourt",0
"2048","1999","7",43.2,"Harcourt",1
"2049","1999","8",109.4,"Harcourt",1
"2050","1999","9",49.6,"Harcourt",1
"2051","1999","10",58.2,"Harcourt",1
"2052","1999","11",43.6,"Harcourt",1
"2053","1999","12",67.6,"Harcourt",1
"2054","2000","1",51.6,"Harcourt",0
"2055","2000","2",110.8,"Harcourt",0
"2056","2000","3",21.2,"Harcourt",0
"2057","2000","4",65.6,"Harcourt",0
"2058","2000","5",75.6,"Harcourt",0
"2059","2000","6",43.8,"Harcourt",0
"2060","2000","7",76.8,"Harcourt",1
"2061","2000","8",49.2,"Harcourt",1
"2062","2000","9",82.2,"Harcourt",1
"2063","2000","10",128,"Harcourt",1
"2064","2000","11",68.4,"Harcourt",1
"2065","2000","12",29.4,"Harcourt",1
"2066","2001","1",38.6,"Harcourt",0
"2067","2001","2",13.8,"Harcourt",0
"2068","2001","3",60.8,"Harcourt",0
"2069","2001","4",24,"Harcourt",0
"2070","2001","5",13.6,"Harcourt",0
"2071","2001","6",36,"Harcourt",0
"2072","2001","7",28.2,"Harcourt",1
"2073","2001","8",81.8,"Harcourt",1
"2074","2001","9",52.4,"Harcourt",1
"2075","2001","10",79.2,"Harcourt",1
"2076","2001","11",36.6,"Harcourt",1
"2077","2001","12",10.6,"Harcourt",1
"2078","2002","1",26.2,"Harcourt",0
"2079","2002","2",62,"Harcourt",0
"2080","2002","3",25.2,"Harcourt",0
"2081","2002","4",31.2,"Harcourt",0
"2082","2002","5",27.6,"Harcourt",0
"2083","2002","6",62.6,"Harcourt",0
"2084","2002","7",29.6,"Harcourt",1
"2085","2002","8",39.2,"Harcourt",1
"2086","2002","9",40.4,"Harcourt",1
"2087","2002","10",24,"Harcourt",1
"2088","2002","11",27.8,"Harcourt",1
"2089","2002","12",26.8,"Harcourt",1
"2090","2003","1",21.2,"Harcourt",0
"2091","2003","2",60,"Harcourt",0
"2092","2003","3",12,"Harcourt",0
"2093","2003","4",47,"Harcourt",0
"2094","2003","5",52.2,"Harcourt",0
"2095","2003","6",74.2,"Harcourt",0
"2096","2003","7",72.2,"Harcourt",1
"2097","2003","8",73.5,"Harcourt",1
"2098","2003","9",44,"Harcourt",1
"2099","2003","10",67.4,"Harcourt",1
"2100","2003","11",22.6,"Harcourt",1
"2101","2003","12",39.8,"Harcourt",1
"2102","2004","1",29,"Harcourt",0
"2103","2004","2",6,"Harcourt",0
"2104","2004","3",12.4,"Harcourt",0
"2105","2004","4",14.4,"Harcourt",0
"2106","2004","5",40,"Harcourt",0
"2107","2004","6",99,"Harcourt",0
"2108","2004","7",63.4,"Harcourt",1
"2109","2004","8",50.2,"Harcourt",1
"2110","2004","9",77.4,"Harcourt",1
"2111","2004","10",24.2,"Harcourt",1
"2112","2004","11",98.2,"Harcourt",1
"2113","2004","12",33.6,"Harcourt",1
"2114","2005","1",36.8,"Harcourt",0
"2115","2005","2",82.2,"Harcourt",0
"2116","2005","3",5.6,"Harcourt",0
"2117","2005","4",15.6,"Harcourt",0
"2118","2005","5",11.6,"Harcourt",0
"2119","2005","6",118.4,"Harcourt",0
"2120","2005","7",43.2,"Harcourt",1
"2121","2005","8",95.6,"Harcourt",1
"2122","2005","9",46.8,"Harcourt",1
"2123","2005","10",67.2,"Harcourt",1
"2124","2005","11",53.6,"Harcourt",1
"2125","2005","12",82.8,"Harcourt",1
"2126","2006","1",56,"Harcourt",0
"2127","2006","2",17.2,"Harcourt",0
"2128","2006","3",17.6,"Harcourt",0
"2129","2006","4",42.8,"Harcourt",0
"2130","2006","5",32.4,"Harcourt",0
"2131","2006","6",20.4,"Harcourt",0
"2132","2006","7",79.8,"Harcourt",1
"2133","2006","8",29.2,"Harcourt",1
"2134","2006","9",60.2,"Harcourt",1
"2135","2006","10",5.2,"Harcourt",1
"2136","2006","11",50.4,"Harcourt",1
"2137","2006","12",26,"Harcourt",1
"2138","2007","1",50.9,"Harcourt",0
"2139","2007","2",67,"Harcourt",0
"2140","2007","3",34.2,"Harcourt",0
"2141","2007","4",66,"Harcourt",0
"2142","2007","5",130.8,"Harcourt",0
"2143","2007","6",26.4,"Harcourt",0
"2144","2007","7",86.6,"Harcourt",1
"2145","2007","8",21.6,"Harcourt",1
"2146","2007","9",33.8,"Harcourt",1
"2147","2007","10",5.4,"Harcourt",1
"2148","2007","11",48.2,"Harcourt",1
"2149","2007","12",71.6,"Harcourt",1
"2150","2008","1",20.2,"Harcourt",0
"2151","2008","2",15.2,"Harcourt",0
"2152","2008","3",23.4,"Harcourt",0
"2153","2008","4",20.6,"Harcourt",0
"2154","2008","5",37.8,"Harcourt",0
"2155","2008","6",43.2,"Harcourt",0
"2156","2008","7",100.8,"Harcourt",1
"2157","2008","8",70.6,"Harcourt",1
"2158","2008","9",17.8,"Harcourt",1
"2159","2008","10",13.8,"Harcourt",1
"2160","2008","11",71.4,"Harcourt",1
"2161","2008","12",55.8,"Harcourt",1
"2162","2009","1",0,"Harcourt",0
"2163","2009","2",3,"Harcourt",0
"2164","2009","3",25,"Harcourt",0
"2165","2009","4",27.2,"Harcourt",0
"2166","2009","5",23.6,"Harcourt",0
"2167","2009","6",72.4,"Harcourt",0
"2168","2009","7",85.2,"Harcourt",1
"2169","2009","8",80.2,"Harcourt",1
"2170","2009","9",85.8,"Harcourt",1
"2171","2009","10",40.6,"Harcourt",1
"2172","2009","11",87.1,"Harcourt",1
"2173","2009","12",30.8,"Harcourt",1
"2174","2010","1",13.4,"Harcourt",0
"2175","2010","2",55,"Harcourt",0
"2176","2010","3",138.6,"Harcourt",0
"2177","2010","4",58.8,"Harcourt",0
"2178","2010","5",54,"Harcourt",0
"2179","2010","6",85.6,"Harcourt",0
"2180","2010","7",60,"Harcourt",1
"2181","2010","8",132.2,"Harcourt",1
"2182","2010","9",97,"Harcourt",1
"2183","2010","10",175.6,"Harcourt",1
"2184","2010","11",187.8,"Harcourt",1
"2185","2010","12",65.4,"Harcourt",1
"2186","2011","1",196.8,"Harcourt",0
"2187","2011","2",120.8,"Harcourt",0
"2188","2011","3",36.4,"Harcourt",0
"2189","2011","4",56.8,"Harcourt",0
"2190","2011","5",43,"Harcourt",0
"2191","2011","6",40,"Harcourt",0
"2192","2011","7",57.6,"Harcourt",1
"2193","2011","8",65.8,"Harcourt",1
"2194","2011","9",73.2,"Harcourt",1
"2195","2011","10",42.2,"Harcourt",1
"2196","2011","11",72.6,"Harcourt",1
"2197","2011","12",41.6,"Harcourt",1
"2198","2012","1",23.8,"Harcourt",0
"2199","2012","2",109.8,"Harcourt",0
"2200","2012","3",93.4,"Harcourt",0
"2201","2012","4",22.8,"Harcourt",0
"2202","2012","5",44.2,"Harcourt",0
"2203","2012","6",68,"Harcourt",0
"2204","2012","7",92.6,"Harcourt",1
"2205","2012","8",57,"Harcourt",1
"2206","2012","9",40.4,"Harcourt",1
"2207","2012","10",26,"Harcourt",1
"2208","2012","11",12.8,"Harcourt",1
"2209","2012","12",17.4,"Harcourt",1
"2210","2013","1",0,"Harcourt",0
"2211","2013","2",46.8,"Harcourt",0
"2212","2013","3",24,"Harcourt",0
"2213","2013","4",10.8,"Harcourt",0
"2214","2013","5",36.2,"Harcourt",0
"2215","2013","6",66.6,"Harcourt",0
"2216","2013","7",88.2,"Harcourt",1
"2217","2013","8",91.3,"Harcourt",1
"2218","2013","9",66.2,"Harcourt",1
"2219","2013","10",44.6,"Harcourt",1
"2220","2013","11",51.2,"Harcourt",1
"2221","2013","12",31.2,"Harcourt",1
"2222","2014","1",11.6,"Harcourt",0
"2223","2014","2",7.2,"Harcourt",0
"2224","2014","3",36.4,"Harcourt",0
"2225","2014","4",64,"Harcourt",0
"2226","2014","5",35.8,"Harcourt",0
"2227","2014","6",104.4,"Harcourt",0
"2228","2014","7",62,"Harcourt",1
"2229","2014","8",19.6,"Harcourt",1
"2230","2014","9",47.8,"Harcourt",1
"2231","2014","10",24.4,"Harcourt",1
"2232","2014","11",46.8,"Harcourt",1
"2233","2014","12",13.4,"Harcourt",1
"2234","2015","1",50.6,"Harcourt",0
"2235","2015","2",13.5,"Harcourt",0
"2236","2015","3",14.4,"Harcourt",0
"2237","2015","4",19.6,"Harcourt",0
"2238","2015","5",48.8,"Harcourt",0
"2239","2015","6",32.8,"Harcourt",0
"2240","2015","7",62,"Harcourt",1
"2241","2015","8",31,"Harcourt",1
"2242","2015","9",32.4,"Harcourt",1
"2243","2015","10",15.3,"Harcourt",1
"2244","2015","11",39,"Harcourt",1
"2245","2015","12",23.2,"Harcourt",1
"2246","2016","1",62,"Harcourt",0
"2247","2016","2",11.8,"Harcourt",0
"2248","2016","3",45.2,"Harcourt",0
"2249","2016","4",23.9,"Harcourt",0
"2250","2016","5",94.2,"Harcourt",0
"2251","2016","6",67.8,"Harcourt",0
"2252","1996","1",60.4,"Ingliston",0
"2253","1996","2",101.6,"Ingliston",0
"2254","1996","3",52.6,"Ingliston",0
"2255","1996","4",51.2,"Ingliston",0
"2256","1996","5",36.8,"Ingliston",0
"2257","1996","6",56.6,"Ingliston",0
"2258","1996","7",60,"Ingliston",1
"2259","1996","8",65.4,"Ingliston",1
"2260","1996","9",91.4,"Ingliston",1
"2261","1996","10",45.4,"Ingliston",1
"2262","1996","11",34.6,"Ingliston",1
"2263","1996","12",16.2,"Ingliston",1
"2264","1997","1",37.6,"Ingliston",0
"2265","1997","2",6.6,"Ingliston",0
"2266","1997","3",7.2,"Ingliston",0
"2267","1997","4",11,"Ingliston",0
"2268","1997","5",52.8,"Ingliston",0
"2269","1997","6",42.2,"Ingliston",0
"2270","1997","7",30.4,"Ingliston",1
"2271","1997","8",45.8,"Ingliston",1
"2272","1997","9",61,"Ingliston",1
"2273","1997","10",71.8,"Ingliston",1
"2274","1997","11",73.8,"Ingliston",1
"2275","1997","12",9,"Ingliston",1
"2276","1998","1",54.8,"Ingliston",0
"2277","1998","2",31,"Ingliston",0
"2278","1998","3",14.4,"Ingliston",0
"2279","1998","4",33.4,"Ingliston",0
"2280","1998","5",20.8,"Ingliston",0
"2281","1998","6",61,"Ingliston",0
"2282","1998","7",68,"Ingliston",1
"2283","1998","8",30.2,"Ingliston",1
"2284","1998","9",35.4,"Ingliston",1
"2285","1998","10",75.2,"Ingliston",1
"2286","1998","11",171,"Ingliston",1
"2287","1998","12",74.2,"Ingliston",1
"2288","1999","1",35.8,"Ingliston",0
"2289","1999","2",55.4,"Ingliston",0
"2290","1999","3",65.2,"Ingliston",0
"2291","1999","4",18.6,"Ingliston",0
"2292","1999","5",36.2,"Ingliston",0
"2293","1999","6",31,"Ingliston",0
"2294","1999","7",40.8,"Ingliston",1
"2295","1999","8",64.8,"Ingliston",1
"2296","1999","9",40.2,"Ingliston",1
"2297","1999","10",52,"Ingliston",1
"2298","1999","11",41.2,"Ingliston",1
"2299","1999","12",110.2,"Ingliston",1
"2300","2000","1",38.6,"Ingliston",0
"2301","2000","2",26.2,"Ingliston",0
"2302","2000","3",15.6,"Ingliston",0
"2303","2000","4",62.6,"Ingliston",0
"2304","2000","5",101.2,"Ingliston",0
"2305","2000","6",17.8,"Ingliston",0
"2306","2000","7",50.8,"Ingliston",1
"2307","2000","8",30.2,"Ingliston",1
"2308","2000","9",96.6,"Ingliston",1
"2309","2000","10",196.2,"Ingliston",1
"2310","2000","11",69,"Ingliston",1
"2311","2000","12",15.6,"Ingliston",1
"2312","2001","1",46.2,"Ingliston",0
"2313","2001","2",9.2,"Ingliston",0
"2314","2001","3",77.2,"Ingliston",0
"2315","2001","4",114.4,"Ingliston",0
"2316","2001","5",19.2,"Ingliston",0
"2317","2001","6",36.6,"Ingliston",0
"2318","2001","7",31.6,"Ingliston",1
"2319","2001","8",77,"Ingliston",1
"2320","2001","9",30.8,"Ingliston",1
"2321","2001","10",81.2,"Ingliston",1
"2322","2001","11",66.2,"Ingliston",1
"2323","2001","12",77.8,"Ingliston",1
"2324","2002","1",34.6,"Ingliston",0
"2325","2002","2",33.8,"Ingliston",0
"2326","2002","3",28.6,"Ingliston",0
"2327","2002","4",42.2,"Ingliston",0
"2328","2002","5",21.8,"Ingliston",0
"2329","2002","6",58.6,"Ingliston",0
"2330","2002","7",42.6,"Ingliston",1
"2331","2002","8",45.8,"Ingliston",1
"2332","2002","9",47.8,"Ingliston",1
"2333","2002","10",35.4,"Ingliston",1
"2334","2002","11",25,"Ingliston",1
"2335","2002","12",23.4,"Ingliston",1
"2336","2003","1",27.2,"Ingliston",0
"2337","2003","2",33,"Ingliston",0
"2338","2003","3",23,"Ingliston",0
"2339","2003","4",45.2,"Ingliston",0
"2340","2003","5",24.5,"Ingliston",0
"2341","2003","6",48,"Ingliston",0
"2342","2003","7",61.4,"Ingliston",1
"2343","2003","8",57.4,"Ingliston",1
"2344","2003","9",42.6,"Ingliston",1
"2345","2003","10",95.8,"Ingliston",1
"2346","2003","11",53.8,"Ingliston",1
"2347","2003","12",41,"Ingliston",1
"2348","2004","1",43.4,"Ingliston",0
"2349","2004","2",18,"Ingliston",0
"2350","2004","3",22.8,"Ingliston",0
"2351","2004","4",41.2,"Ingliston",0
"2352","2004","5",23.8,"Ingliston",0
"2353","2004","6",57.6,"Ingliston",0
"2354","2004","7",59.5,"Ingliston",1
"2355","2004","8",71.4,"Ingliston",1
"2356","2004","9",49.2,"Ingliston",1
"2357","2004","10",39.2,"Ingliston",1
"2358","2004","11",80.4,"Ingliston",1
"2359","2004","12",154.6,"Ingliston",1
"2360","2005","1",62.4,"Ingliston",0
"2361","2005","2",125.8,"Ingliston",0
"2362","2005","3",14,"Ingliston",0
"2363","2005","4",29.6,"Ingliston",0
"2364","2005","5",11.8,"Ingliston",0
"2365","2005","6",34,"Ingliston",0
"2366","2005","7",35.2,"Ingliston",1
"2367","2005","8",64.4,"Ingliston",1
"2368","2005","9",30.2,"Ingliston",1
"2369","2005","10",51.2,"Ingliston",1
"2370","2005","11",51.4,"Ingliston",1
"2371","2005","12",50.4,"Ingliston",1
"2372","2006","1",59.6,"Ingliston",0
"2373","2006","2",20.6,"Ingliston",0
"2374","2006","3",17.2,"Ingliston",0
"2375","2006","4",56,"Ingliston",0
"2376","2006","5",37,"Ingliston",0
"2377","2006","6",25.2,"Ingliston",0
"2378","2006","7",80.6,"Ingliston",1
"2379","2006","8",29.2,"Ingliston",1
"2380","2006","9",57.8,"Ingliston",1
"2381","2006","10",6.2,"Ingliston",1
"2382","2006","11",20.4,"Ingliston",1
"2383","2006","12",16.2,"Ingliston",1
"2384","2007","1",43.2,"Ingliston",0
"2385","2007","2",50.4,"Ingliston",0
"2386","2007","3",30.6,"Ingliston",0
"2387","2007","4",29.8,"Ingliston",0
"2388","2007","5",94,"Ingliston",0
"2389","2007","6",64.6,"Ingliston",0
"2390","2007","7",63.6,"Ingliston",1
"2391","2007","8",29,"Ingliston",1
"2392","2007","9",37.2,"Ingliston",1
"2393","2007","10",22.2,"Ingliston",1
"2394","2007","11",101.6,"Ingliston",1
"2395","2007","12",96.8,"Ingliston",1
"2396","2008","1",16.8,"Ingliston",0
"2397","2008","2",37.4,"Ingliston",0
"2398","2008","3",25,"Ingliston",0
"2399","2008","4",10.8,"Ingliston",0
"2400","2008","5",40.6,"Ingliston",0
"2401","2008","6",35.4,"Ingliston",0
"2402","2008","7",58,"Ingliston",1
"2403","2008","8",61.6,"Ingliston",1
"2404","2008","9",33.2,"Ingliston",1
"2405","2008","10",14.6,"Ingliston",1
"2406","2008","11",42.6,"Ingliston",1
"2407","2008","12",95.4,"Ingliston",1
"2408","2009","1",0.8,"Ingliston",0
"2409","2009","2",4.8,"Ingliston",0
"2410","2009","3",45.2,"Ingliston",0
"2411","2009","4",30,"Ingliston",0
"2412","2009","5",19.4,"Ingliston",0
"2413","2009","6",35.8,"Ingliston",0
"2414","2009","7",43.9,"Ingliston",1
"2415","2009","8",64,"Ingliston",1
"2416","2009","9",78.8,"Ingliston",1
"2417","2009","10",40,"Ingliston",1
"2418","2009","11",117.6,"Ingliston",1
"2419","2009","12",46.2,"Ingliston",1
"2420","2010","1",24.8,"Ingliston",0
"2421","2010","2",39.4,"Ingliston",0
"2422","2010","3",66.2,"Ingliston",0
"2423","2010","4",34.8,"Ingliston",0
"2424","2010","5",46.8,"Ingliston",0
"2425","2010","6",45.2,"Ingliston",0
"2426","2010","7",30.6,"Ingliston",1
"2427","2010","8",92.4,"Ingliston",1
"2428","2010","9",52,"Ingliston",1
"2429","2010","10",112.8,"Ingliston",1
"2430","2010","11",151.2,"Ingliston",1
"2431","2010","12",60.2,"Ingliston",1
"2432","2011","1",153.4,"Ingliston",0
"2433","2011","2",128.8,"Ingliston",0
"2434","2011","3",32.4,"Ingliston",0
"2435","2011","4",42,"Ingliston",0
"2436","2011","5",53,"Ingliston",0
"2437","2011","6",39.6,"Ingliston",0
"2438","2011","7",58.2,"Ingliston",1
"2439","2011","8",23.6,"Ingliston",1
"2440","2011","9",41,"Ingliston",1
"2441","2011","10",93.6,"Ingliston",1
"2442","2011","11",91.4,"Ingliston",1
"2443","2011","12",57.2,"Ingliston",1
"2444","2012","1",9,"Ingliston",0
"2445","2012","2",70.8,"Ingliston",0
"2446","2012","3",59,"Ingliston",0
"2447","2012","4",27.6,"Ingliston",0
"2448","2012","5",68.2,"Ingliston",0
"2449","2012","6",128.4,"Ingliston",0
"2450","2012","7",49,"Ingliston",1
"2451","2012","8",62.6,"Ingliston",1
"2452","2012","9",69.6,"Ingliston",1
"2453","2012","10",32,"Ingliston",1
"2454","2012","11",37,"Ingliston",1
"2455","2012","12",24.8,"Ingliston",1
"2456","2013","1",6.2,"Ingliston",0
"2457","2013","2",53,"Ingliston",0
"2458","2013","3",21.2,"Ingliston",0
"2459","2013","4",15.2,"Ingliston",0
"2460","2013","5",23.6,"Ingliston",0
"2461","2013","6",106.8,"Ingliston",0
"2462","2013","7",67.8,"Ingliston",1
"2463","2013","8",64.6,"Ingliston",1
"2464","2013","9",73.4,"Ingliston",1
"2465","2013","10",60.8,"Ingliston",1
"2466","2013","11",64.4,"Ingliston",1
"2467","2013","12",27.8,"Ingliston",1
"2468","2014","1",11.8,"Ingliston",0
"2469","2014","2",28.8,"Ingliston",0
"2470","2014","3",53.6,"Ingliston",0
"2471","2014","4",78.2,"Ingliston",0
"2472","2014","5",27.2,"Ingliston",0
"2473","2014","6",67,"Ingliston",0
"2474","2014","7",30.6,"Ingliston",1
"2475","2014","8",59.4,"Ingliston",1
"2476","2014","9",31,"Ingliston",1
"2477","2014","10",45.2,"Ingliston",1
"2478","2014","11",47.8,"Ingliston",1
"2479","2014","12",107.4,"Ingliston",1
"2480","2015","1",70.6,"Ingliston",0
"2481","2015","2",51.4,"Ingliston",0
"2482","2015","3",21.8,"Ingliston",0
"2483","2015","4",50.2,"Ingliston",0
"2484","2015","5",40.2,"Ingliston",0
"2485","2015","6",37.4,"Ingliston",0
"2486","2015","7",52.6,"Ingliston",1
"2487","2015","8",32.2,"Ingliston",1
"2488","2015","9",41,"Ingliston",1
"2489","2015","10",11.2,"Ingliston",1
"2490","2015","11",32,"Ingliston",1
"2491","2015","12",23.2,"Ingliston",1
"2492","2016","1",25.8,"Ingliston",0
"2493","2016","2",16.6,"Ingliston",0
"2494","2016","3",46,"Ingliston",0
"2495","2016","4",25.6,"Ingliston",0
"2496","2016","5",30.4,"Ingliston",0
"2497","2016","6",45.4,"Ingliston",0
"2498","1996","1",77,"Lancefield",0
"2499","1996","2",74.4,"Lancefield",0
"2500","1996","3",69.8,"Lancefield",0
"2501","1996","4",41.4,"Lancefield",0
"2502","1996","5",46.8,"Lancefield",0
"2503","1996","6",144.2,"Lancefield",0
"2504","1996","7",75.8,"Lancefield",1
"2505","1996","8",90.8,"Lancefield",1
"2506","1996","9",114.4,"Lancefield",1
"2507","1996","10",37.4,"Lancefield",1
"2508","1996","11",52.4,"Lancefield",1
"2509","1996","12",25.2,"Lancefield",1
"2510","1997","1",29.8,"Lancefield",0
"2511","1997","2",0,"Lancefield",0
"2512","1997","3",15.2,"Lancefield",0
"2513","1997","4",8.2,"Lancefield",0
"2514","1997","5",83.8,"Lancefield",0
"2515","1997","6",52,"Lancefield",0
"2516","1997","7",18.4,"Lancefield",1
"2517","1997","8",64.4,"Lancefield",1
"2518","1997","9",96.2,"Lancefield",1
"2519","1997","10",27.6,"Lancefield",1
"2520","1997","11",100.6,"Lancefield",1
"2521","1997","12",1.2,"Lancefield",1
"2522","1998","1",28.4,"Lancefield",0
"2523","1998","2",21,"Lancefield",0
"2524","1998","3",2.8,"Lancefield",0
"2525","1998","4",78.1,"Lancefield",0
"2526","1998","5",31.2,"Lancefield",0
"2527","1998","6",55.2,"Lancefield",0
"2528","1998","7",103.8,"Lancefield",1
"2529","1998","8",30.6,"Lancefield",1
"2530","1998","9",77.4,"Lancefield",1
"2531","1998","10",59,"Lancefield",1
"2532","1998","11",79.4,"Lancefield",1
"2533","1998","12",26.6,"Lancefield",1
"2534","1999","1",25,"Lancefield",0
"2535","1999","2",22,"Lancefield",0
"2536","1999","3",45.2,"Lancefield",0
"2537","1999","4",11.4,"Lancefield",0
"2538","1999","5",79.4,"Lancefield",0
"2539","1999","6",54.4,"Lancefield",0
"2540","1999","7",50.3,"Lancefield",1
"2541","1999","8",84.6,"Lancefield",1
"2542","1999","9",54.2,"Lancefield",1
"2543","1999","10",61.2,"Lancefield",1
"2544","1999","11",41.6,"Lancefield",1
"2545","1999","12",164.8,"Lancefield",1
"2546","2000","1",41.2,"Lancefield",0
"2547","2000","2",96.2,"Lancefield",0
"2548","2000","3",18.8,"Lancefield",0
"2549","2000","4",54.8,"Lancefield",0
"2550","2000","5",113.8,"Lancefield",0
"2551","2000","6",48.9,"Lancefield",0
"2552","2000","7",87.6,"Lancefield",1
"2553","2000","8",58,"Lancefield",1
"2554","2000","9",111.8,"Lancefield",1
"2555","2000","10",118.6,"Lancefield",1
"2556","2000","11",125.6,"Lancefield",1
"2557","2000","12",26,"Lancefield",1
"2558","2001","1",43.2,"Lancefield",0
"2559","2001","2",17.8,"Lancefield",0
"2560","2001","3",77,"Lancefield",0
"2561","2001","4",51,"Lancefield",0
"2562","2001","5",24.4,"Lancefield",0
"2563","2001","6",51.6,"Lancefield",0
"2564","2001","7",30.4,"Lancefield",1
"2565","2001","8",88,"Lancefield",1
"2566","2001","9",50.6,"Lancefield",1
"2567","2001","10",108,"Lancefield",1
"2568","2001","11",33.6,"Lancefield",1
"2569","2001","12",20,"Lancefield",1
"2570","2002","1",27,"Lancefield",0
"2571","2002","2",39.4,"Lancefield",0
"2572","2002","3",43,"Lancefield",0
"2573","2002","4",35,"Lancefield",0
"2574","2002","5",32.4,"Lancefield",0
"2575","2002","6",79.6,"Lancefield",0
"2576","2002","7",26,"Lancefield",1
"2577","2002","8",48.2,"Lancefield",1
"2578","2002","9",43.4,"Lancefield",1
"2579","2002","10",32.8,"Lancefield",1
"2580","2002","11",31,"Lancefield",1
"2581","2002","12",19.6,"Lancefield",1
"2582","2003","1",24.6,"Lancefield",0
"2583","2003","2",30.4,"Lancefield",0
